product_id,product_name,product_brand,product_price,review_count,reviewer_id,reviewer_skintype,reviewer_age_range,review_title,review_content
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,2,Mac,Combination,25-35," incredibly gentle, crazy effective, one-step makeup remover and cleanser "," i gotta say i was skeptical when this didn't feel like your typical cleanser or makeup remover jelly (I had bought Plenaire's before this, and it's fine but this is infinity times better). My tip for using Night Off is water makes all the difference - the consistency goes from being pretty thick and not very jelly-ish to slippery with minor suds. it takes ALL the makeup off with zero to minimal rubbing (and you really only need to rub if like me you like to wear triple coat mascara & tightlined eyeliner). I couldn’t believe it - the only time i’ve had makeup come off this easily was with Clean it Zero but Night Off is less oily and actually cleanses (ie not just taking makeup off). I really love this stuff, i’m saving so much money and time relative to my old cleansing routine. i’ve been using for ~2wks now and can safely say i’m never going back. "
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,2,amandaherrr,Combination,25-35, So clean! , This cleanser has left my skin so clean and smooth! And most importantly it does remove my makeup with one wash!! I have dry skin and after wards it leaves it a little bit dry but I follow with a hydrating toner and it's no problem. This is such a unique cleanser and I am always impressed my this brand! 
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,4,Eleanora S.,Combination,25-35, Pleasingly surprised! ," I'm super picky about the face sunscreens I use (mainly stick with EltaMd UV Clear with Supergoop unseen sunscreen as a runner-up), so I was surprised to find that I really enjoy this one! It comes out white but doesn't leave a white cast. It doesn't have the gross sunscreen smell I hate and it goes on light and leaves this beautiful glow--not oily or greasy at all! For reference, I have combination skin that leans dry + acne prone. Definitely recommend this one! "
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,4,Sun M.,Combination,25-35, The perfect sunscreen’ ," Wow, this product is absolutely amazing! Not only is it incredibly effective at what it does, but it's also super lightweight and absorbs into my skin in no time at all. Plus, it's so sheer on my skin that there's no residue or cast left behind. I absolutely cannot recommend this product enough – it's an absolute must-have! "
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,4,Rita V.,Combination,25-35, I love it ! , I love how it’s a lightweight sunscreen and has a nice smell. 
6.86E+12,PDRN Caffeine Shot Serum,IOPE,$50 ,4,Vivian O.,Combination,25-35, Amazing & Cast-free , This product is great. It’s not fragranced at all and has absolutely zero cast. I apply using the 2 finger rule so using a liberal amount of product and even before it’s fully absorbed I knew there’d be no case on my dark brown skin (think the great Coco Jones’ skin tone) so that’s saying a lot.  
6.86E+12,Air Cushion SPF 50,IOPE,$42 ,5,Vivian O.,Dry,25-35, Very good ," Been using this serum for a few weeks and I’ll be honest- it’s definitely not an overnight game changer, but I do really like it. I definitely had to give it time to see how it works and personally I need more than the 4-5 drops. I use the whole dropper’s worth but I do think it had made a difference in the overall texture and look of my face. I think with the caffeine I do see less puffiness in my face as well. It goes on lightly and is not greasy which is nice and it doesn’t pill under any products I’ve used. Not sure I’ll buy again but I’m definitely going to finish the bottle! "
6.86E+12,Air Cushion SPF 50,IOPE,$42 ,5,Jaime T.,Dry,25-35, Probably too soon to tell , This is a very nice serum. It has a great texture. I can tell that it has strong active ingredients because my skin is reacting to it similarly to when I started Tretinoin. However I haven’t really seen results yet. It’s only been a couple of weeks so I’m going to use the entire bottle before I make a final judgement. So far so good though. 
6.86E+12,Air Cushion SPF 50,IOPE,$42 ,5,Becky E.,Dry,25-35, Love this product! , Noticeably reduced fine lines the first time I used it. 
6.86E+12,Air Cushion SPF 50,IOPE,$42 ,5,Rita V.,Dry,25-35, I love it! , I love how my skin looks refreshed. This is my next go to! 
6.86E+12,Air Cushion SPF 50,IOPE,$42 ,5,Jessica,Dry,25-35, The best lifting serum I’ve ever tried , I apply this on my skin every morning and night. It really works and gave my skin a fresh look. Has really helped my skin lifted and hydrated so much! My skin is smoother and hormonal breakouts much decreased. Can’t wait to try more of their products! 
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,LSon,Combination,35-44, Love love love , I can’t tell you how much I love Iope’s cushion foundation. I have combination sensitive skin and it provides the right amount coverage (not too much) and does not dry me out. It gives me the perfect clean and natural look! 
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Kitty,Combination,35-44, Feels amazing on my skin ," I love the way this feels on my face it's almost like silk. The vanilla color is a perfect color match for skin, which I was worried about.  "
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Katie,Combination,35-44, Feels dry , 
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Karina L.,Combination,35-44, ," The coverage is light to medium if you build it up. It does cover redness well, but not pores. "
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Danielle S.,Combination,35-44, Fabulous Compact Foundation , 
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Danielle,Combination,35-44, Iope Air Cushion XP ," I had used the ""Live tinted"" spf/primer by Hueguard before putting this on and that primer spf is absolutely horrible for me, it doesn't blur my pores and is extremely oily not dewy, so that could be why it didn't help cover the pores. "
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Soko Glam,Combination,35-44, , That being said this foundation helped get rid of the Very oily look and gave me a decent dewy finish. 
6.85E+12,Pure Fit Cica Calming True Sheet Mask,COSRX,$6 ,200,Lia,Combination,35-44, ," Unfortunately it does cake a bit in the typical areas, corners of nose, mouth and bridge of nose where it meets the eyebrows. ALL foundations cake on my face though, I've never had one that didn't! This one did the least so that's nice. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,29,Sandra M.,45-54, No, Nice ," I cannot believe it took me this long to find out about cosrx. Nice gentle cleanser. I've been so conditioned to use foamy cleaners that have been stripping my skin for so long. I have mature normal skin and I enjoy this cleaner, my face doesn't have the tight feeling when I wash it off "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,29,Baneet K.,45-54, No, Good , does not makes my skin dry 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,29,Ashley B.,45-54, No, Defective bottle ," I recieved the cleansing oil. Upon use of the pump, it leaks out the sides and not through the tip. I've had to transfer it to a different bottle. I have not used often since it is difficult to use with the current bottle. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,29,Idania C.,45-54, No, My Favorite Cleansing Oil ," I normally use the Cica Cleansing Balm for the first step of my double cleanse, but the balm has been out of stock. I got this cleansing oil to temporarily replace the cleansing balm, however, I actually like this better than the balm. I believe that the citrus oils in this oil cleanser are making my face look brighter, smoother, and clearer. The texture is not as 'slippery' as the cleansing balm (which is obviously thicker), but it is nonetheless effective in getting my face clean without stripping it. I also love the smell. All I need is one full pump to get a good cleanse, which makes this very cost effective. I follow up with the Cica Cleanser; truly a perfect pair for my oily/sensitive/acne prone skin. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,29,Kiersten A.,45-54, No, Unable to deliver , Address was redirected to incorrect zip code due to google map shipping system. I wasn’t guaranteed delivery and canceled order. 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,3,Tristan,Combination,18-24, Lovely and Doesn’t Irritate ," Before I start the guts of my review, I should preface that I am 24 years old, with acne prone and combination skin. My skin is not very sensitive, and I did not use this product in my face, and I use prescription adapalene gel for my acne and I was sent this product free in an exchange for a review by Sokoglam. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,3,Claire,Combination,18-24, It's so great to have pure 0.1% retinol ,"Now, I used this product on my neck nightly since first getting this product. Now, I normally wouldn’t use a retinal right away nightly, and I would space out and ladder up my applications in time, but since I carry most of my skin care down to my neck, I felt comfortable with the frequent application. I find the product itself to be thicker than expected, but easily spreadable. It had a yellow hue and an interesting scent to it, but it is not unpleasant. I like to use this before I put my normal moisturizer over my neck. I’m the two month since using this product, I have noticed a reduction in hyperpigmentation from past acne and the fading of past acne scars. I find this product mixes well with most of my other skin care products, other than certain actives, like BHA. (I would not normally recommend or use Retinal or BHA together in a routine, but for the sake of the review I did for a few times) I would recommend this product for someone looking for a low irritating retinal that pairs well with other products. I will say though, for the price, as much as I like it, I probably won’t repurchase in the future in addition to the Rx Retinoid I currently use. If you have the change, and want to try this product, I would recommend this product for you, as I’ve seen results in a short period of time. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,3,Sun M.,Combination,18-24, Amazing product! , This is my 2nd retinol and it is so effective. It seems my wrinkles are getting faded. 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,Jenn,Dry,35-44, LOOOOVE THIS! ," This is amazing! I love how fine the mist is! it feels delicate, soft, hydrating, and so luxurious. I use this in my day and night time routine. I woke up feeling so refreshed and hydrated this morning! Loving it and will continue to use. I might need to get another for my gym bag!  "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,Natalie R.,Dry,35-44, I love it , 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,kayla,Dry,35-44," amazing for acne prone skin, light daily moisturizer ",Night time routine: cleanse > toner > essence > serum > eye cream > moisturizer > mist > oil 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,Alexis C.,Dry,35-44," Soothing, Hydrating, Everything I needed "," I never write reviews, but I’m in love with this mist. My skin loves it too. I bought other things , like toner and a serum and they work great also. This is my new favorite cosmetic company. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,Tricia S.,Dry,35-44, Please Never Discontinue This ," I love this stuff, been using for a year and has not cause any acne, most products are irritating and pore clogging for me, ive tried almost everything and this is one of my faves. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,23,Janet,Dry,35-44, ," Will definitely repurchase! Never tried a ceramide containing most before. Will be a staple. Only pros with this product, no cons! Thanks CosRX!! "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,Autumn R.,Dry,25-35, Reliable & Relaxing , A great mask for calming the skin. Does just what it says! 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,nikki m.,Dry,25-35, Good , Good for sensitive skin 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,Vanessa R.,Dry,25-35, Best sheet mask , I like the way this sheet mask feels on my skin. 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,Mar O.,Dry,25-35, Calming mask ,My skin feels soft 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,Anchi,Dry,25-35, Great , Calms any redness and irritated I have 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,15,Kb999,Dry,25-35, , Super great calming mask. It really did help my skin when it was inflamed. 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,65,Lorie L.,35-44, No, It doesn’t fit on my , It doesn’t fit on my skin unfortunately 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,65,Lauren,35-44, No, Soothing and refreshing ," I love facial mists, and I use them very flexibly in my routine (sometimes first, sometimes last). This toner is gentle and refreshing, I really like it. The only thing is, the spray is very intense like soaks my whole face in liquid with one pump...which I guess is great for product longevity! "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,65,Huy T.,35-44, No, Super gentle and soothing ," I got this product on Amazon and I got to say, I love it! The water is very gentle and doesn't sting my face or neck. I use this everyday, morning and night, and especially when my face is inflamed by some other products or actives. I like that it comes with a spray that allows me to easily cover a wide area without having to manually rub to spread the liquid. This product has a refreshing scent but is not overly fragranced. I think the scent comes from the Centella asiatica leaf water and not some essential oil so I think it is safe for people with sensitive skin to use. Overall, I would purchase this product again. "
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,65,Astrid L.,35-44, No, Excelente!! , Mi piel se siente fresca. 
6.85E+12,Centella Water Alcohol-Free Toner,COSRX,$17 ,65,Melissa R.,35-44, No, SO Soothing ," Super soothing, this will forever be a staple in my regimen! "
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Mandy G.,Combination,35-44, Nice toner! ," It has a nice smell - kind of woodsy. It’s a good toner, I will most likely repurchase! Preps my skin for the serum and works well with my moisturizer. "
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Minouche L.,Combination,35-44, It’s a little bit to , It’s a little bit to strong for my skin after using it for about 2 weeks my skin got very irritated like burning sensation 
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Ally,Combination,35-44, , Hi Minouche. We are sorry to hear that about your Licorice pH Balancing Cleansing Toner. Please reach out to us via email at 
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,jinahluv,Combination,35-44, Holy Grail , with your order number and we will be happy to get you all sorted! 
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Joy,Combination,35-44, My Favorite Toner ," Lost count how many times I’ve bought this, I love it so much for my dry/sensitive skin! "
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Selena,Combination,35-44, Ph balanced toner , This toner feels hydrates and balances my skin. I love the smell and also dabbing it on a blemish to reduce the inflammation. Also love the fact how affordable it is! 
6.85E+12,Hi Amino All Cleansing Milk,DEWYTREE,$15.83 ,1837,Soko Glam,Combination,35-44, , I cannot live without these toner a! It’s amazing product and it really gives you the glow and glass skin . I wish for them to come in bigger bottle 
6.56E+12,Day-Light Protection Airy Sunscreen,NEOGEN,$32 ,3,Rita V.,Combination,35-44, I love it! , This beauty set was absolutely perfect for a getaway trip. It had everything I needed. 
6.56E+12,Day-Light Protection Airy Sunscreen,NEOGEN,$32 ,3,Katie,Combination,35-44, Love , What a great set. I plan on ordering three of the products in full size. I love being able to try out products before I purchase. The towel is great too. 
6.56E+12,Day-Light Protection Airy Sunscreen,NEOGEN,$32 ,3,Yasmin,Combination,35-44, Smaller than expected ," I bought this kit thinking it was good value for its price but I realized how small it was when it arrived which was honestly my mistake since they let you know how small each product is. Overall, I liked it since all the products are clearly very nice. I haven't spotted any difference in my skin from using them for a week but I would definitely buy the full size for most of these. "
6.56E+12,Day-Light Protection Airy Sunscreen,NEOGEN,$32 ,1,gosia,Combination,35-44, Love this oil cleanser , I've been using this oil cleanser for a week now and my skin looks refreshed and glows. I love this item and will purchase it again! 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Karen R.,Combination,55+, This is sunscreen , This is my favorite product to use daily. I have been using this sunscreen for about 2 years now and I always make sure I have an extra in my drawer. It 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Maria P.,Combination,55+, I love this sunscreen ,goes on so nicely and blends into your skin without feeling heavy or having 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Blake,Combination,55+, Great sunscreen ,a white cast. Most importantly I do a lot of outside work during the day and I have never had a sundurnt nose ever. It feels good to know I’m doing my best for my skin. I have given this as a gift to several nieces who like it so much they have purchased their own. 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Morgan D.,Combination,55+, INCREDIBLE SUNSCREEN , I love this sunscreen 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Joy M.,Combination,55+, The Best , Leaves no white cast and feels great on my sensitive skin 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Tina,Combination,55+, , this is my second favorite sunscreen I’ve ever used and I’ve tried over 40. Great formula blends in beautifully and hydrates nicely. Only note is I don’t think the fragrance/ fragrant oils are necessary 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,264,Soko Glam,Combination,55+, , I have been using this sunscreen for a long time. I can't leave the house without wearing it. The best sunscreen ever. Does not leave white spots and it seems to moisturize as well. 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,8,Rachel,35-44, No, Adore! ," I absolutely adore this cream, I need a LOT of hydration for my skin and this one does the job. It leave a light greasy feeling that is quite normal for this level of hydration but I don't mind, my skin thank me when I use it!!! "
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,8,cheryl r.,35-44, No, I love this cream. it , 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,8,Nikita P.,35-44, No, I have oily/combination skin and , 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,8,Alina C.,35-44, No, After years of searching a ,I have Rosacea and Cosrx product really improved my control over it and give me nice skin. I need a lot of hydration! 
6.84E+12,Daily Protectant Facial Mist,the klog,$14 ,8,Natalia S.,35-44, No, gy , I love this cream. it is rich and absorbs really well. 
6.80E+12,I'm Pure Perfect Cica Sun Cream Jumbo,SUNTIQUE,$48 ,5,Olivia,Normal,25-35, Refreshing! ," The spray is a little heavy. It is no mist. I love the sleek bottle and it’s travel size friendly! I’m a huge fan of mists just for that extra touch of hydration and this one is good. It is lightweight and refreshing. It doesn’t add a lot of moisture and it doesn’t do any miracle work, but it’s perfect for a quick refresh! Definitely in my top 5 skincare mists that I grab for lately. "
6.80E+12,I'm Pure Perfect Cica Sun Cream Jumbo,SUNTIQUE,$48 ,5,Belkys R.,Normal,25-35, My first option ," When I wake up and I feel my face skin dehydrated, this is my option with any doubt. "
6.80E+12,I'm Pure Perfect Cica Sun Cream Jumbo,SUNTIQUE,$48 ,5,Laura N.,Normal,25-35, Hydrating , This is my first step to preparing my face for makeup and I use the mist to hydrate my face. It does feel refreshing and doing these routine has made my makeup look nice. 
6.80E+12,I'm Pure Perfect Cica Sun Cream Jumbo,SUNTIQUE,$48 ,5,Pacth,Normal,25-35," Okay, nothing bad but nothing super great. ", I loved the attractive packaging and size of the bottle in hand. The spray was just okay though so price seems fair. It gives a refreshing spray but not very much added benefits after that I felt. 
6.80E+12,I'm Pure Perfect Cica Sun Cream Jumbo,SUNTIQUE,$48 ,5,Jasmine M.,Normal,25-35, Hydration to go! ," As the winter weather rolls in, I needed extra moisture while also keeping the application process fast and easy as possible. This checks both of those boxes. I love having this available during and between classes, after showers, and throughout the day. It helps to add an extra layer of hydration while also keeping my face clean. Who doesn't like a facial spray? "
6.80E+12,Real Niacinamide 15% Serum,NEOGEN,$38 ,4,Ricardo M.,Oily,<18, Just incredible ," Apart from the obvious size difference, this is the same as the smaller size in quality. It spreads very easily and leaves my face matte and non sticky. It doesn’t have a white cast and really helps with controlling the sebum on my face. "
6.80E+12,Real Niacinamide 15% Serum,NEOGEN,$38 ,4,Autumn J.,Oily,<18, Good but still oily , I’m still oily after wearing for only an hour. 
6.80E+12,Real Niacinamide 15% Serum,NEOGEN,$38 ,4,X,Oily,<18," Leaves white cast, don't touch ur face after applying ", I bought this because it was on sale and I desperately needed sun protection that was matte and non greasy.  
6.80E+12,Real Niacinamide 15% Serum,NEOGEN,$38 ,4,Dorine C.,Oily,<18, ,"This DOES leave a white cast if you're darker than ""fair"" toned. It is matte, but if you touch your face- you can smell the chemicals on your hands. I may just give it away, I don't feel like going through the return process.  "
6.59E+12,Sound Renewal Serum Cream,Superegg,$60 ,4,Alisa,Normal,45-55, It did not keep the make up on ," I bought this because I wanted a primer that would help my make up go on smoother and keep it on longer. Unfortunately, it did the opposite. My mascara started to come off 2 hours after I put it on. That never happened before I used this product. Other than that, it has a cool and funny packaging so that was nice. And putting it on was no issue. I just wish it did what it claimed to do. "
6.59E+12,Sound Renewal Serum Cream,Superegg,$60 ,4,amandaherrr,Normal,45-55, ," Hi there, "
6.59E+12,Sound Renewal Serum Cream,Superegg,$60 ,4,Sara B.,Normal,45-55, Really like it but smells weird , 
6.59E+12,Sound Renewal Serum Cream,Superegg,$60 ,4,Michelle R.,Normal,45-55, Finally!! ,"Thanks for your feedback! We understand that skincare is all about trial and error, and I’m sorry that this product did not work for you. Please know that our team is always available to offer alternative recommendations, suitable to your skin type & preferences. "
6.80E+12,Clean it Zero Cleansing Balm Brightening,BANILA CO,$24 ,25,Tina W.,Normal,>55, Love the feel ," Not too heavy or too light, no greasy look, feels silky, sinks in quickly, but lasts all night waking hydrated in the am, I like not looking shiny it’s been humid in socal lately and I don’t feel smothered, no breakouts "
6.80E+12,Clean it Zero Cleansing Balm Brightening,BANILA CO,$24 ,25,Brandy G.,Normal,>55, Nice Moisturizer! , I have normal to oily sensitized skin and I have to say I really like this moisturizer for summertime. It's non-irritating on my skin and feels very hydrating. I also feel my skin is a little brighter. The only thing that might hold me back from repurchasing is the price. I'll have to see how I feel after I use it all up. 
6.80E+12,Clean it Zero Cleansing Balm Brightening,BANILA CO,$24 ,25,Rachel L.,Normal,>55, Nice but underwhelming ," I am torn because I can actually use this without an allergic reaction or breakout, which is so rare for me, but it is kind of blah as far as moisturizers go. I was really hoping for a step up in moisture for the winter, but instead I am adding it as a step before my normal moisturizer. It would be great in the summer or a more humid climate maybe. I do like the feel though! "
6.80E+12,Clean it Zero Cleansing Balm Brightening,BANILA CO,$24 ,25,Jing W.,Normal,>55, Lovely Moisturizer ," This feels like a hybrid between gel and cream. Feels super lightweight, but definitely moisturizing and not sticky. I’ve used it with serum and without. I did not experience any dryness. For context, I have combination skin and experiencing fall weather in Canada atm. I like the squeeze type packaging. Only thing is that you gotten be careful to let it stand upright. There is also barely any scent which I appreciate. "
6.80E+12,Clean it Zero Cleansing Balm Brightening,BANILA CO,$24 ,25,Deborah K.,Normal,>55, overall good moisturizer , I decided to try the moisturizer after falling in love with the face wash. It’s good but I wouldn’t say it’s worth the expensive price for the amount it contains and wasn’t amazing on my skin. I’ve tried it for a few weeks and hoping to see if it makes a difference. 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,78,esme m.,Combination,>55," Delightfully refreshing for my sensitive, "," Delightfully refreshing for my sensitive, aging skin. It does not dry out my skin like many other products I've used. I'm pleased with this product. "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,78,Ngan,Combination,>55, A Really Good Extra Hydrating Product! , It’s a really well and good product to use for extra hydration on the skin. I have extremely dry skin and I find this extremely helpful. It absorbs well and fast into the skin. I also absolutely love the smell of this toner. 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,78,Jennifer C.,Combination,>55, Surprisingly Fantastic , I received this as a free gift with my order. I was pleasantly surprised at how effective it is. I will certainly be keeping this a part of my regular skincare regimen. 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,78,Angel L.,Combination,>55, Lovely!! ," Props to Soko Glam for this lovely toner!! The cleanser was sold out and I can't wait to get that too. I love the smell of this. There's no way to describe the smell properly, but it has a natural and unique smell, similar only to a couple high end Korean products I've used. Fabulous! It goes into the skin easily and I love it! "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,78,Aurora G.,Combination,>55, Effective toner , Effective toner 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,2,Kezia J.,Combination,25-35, Amazing stuff ," The product really changed my skin, acne, pores and also the scars from previous acne look a lot better. Love this product "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,2,Agnes D.,Combination,25-35, Great serum , I love the consistency of it. I use it intermittently with my vitamin C serum and my skin looks great! 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,Susan K.,Combination,>55, Definitely Recommend , The scent and feel are so luxurious. The citrus scent is so satisfying. This cleanser removes makeup leaving my combination skin soft and moisturized. I have tried other products with Vitamin C but they irritated my skin. This is gentle and effective. 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,Stella,Combination,>55, Doesn't rinse off ," I bought this hoping it would be an affordable option comparable to the Then I Met You cleansing balm, but it did not live up to my expectations. I agree with the other review that says it's hard to rinse off. It doesn't really emulsify well, and then it will not rinse off. It just becomes sticky and greasy. I'm using way more of my gel-cleanser trying to scrub this off. "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,person123,Combination,>55, , 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,LL,Combination,>55," Smells fine, works alright ","On the plus side, it did not irritate my very sensitive skin. Even when it was hard to clean off, it didn't irritate my skin or clog my pores. "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,Mayra O.,Combination,>55, Definitely cleansed ," Hi there, "
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,Alexia R.,Combination,>55, The smell is amazing , 
6.81E+12,Lightning Swipe,Hero Cosmetics,$19.99 ,9,Soko Glam,Combination,>55, ,"Thanks for your feedback! We understand that skincare is all about trial and error, and I’m sorry that this product did not work for you. Please know that our team is always available to offer alternative recommendations, suitable to your skin type & preferences. "
6.78E+12,Black Rice Hyaluronic Toner,Haruharu Wonder,$22 ,1,Solveig,Combination,25-35, Will be buying again ," I use this as a body acne exfoliator/toner. I have mild body acne, and I feel like these pads do a good job of not drying out my skin while still being able to help with the acne. I will purchase these again. "
6.81E+12,The Retinol 0.5 Oil,COSRX,$27 ,6,StayK,Combination,45-55, Lovely base product ," I 1st read about this toner when it was still hard to find. A few months later, a sample of it appeared in 1 of my subscription boxes. And I fell in love. I love that it's a slight more viscous of what u may think of as a toner, but its still thinner than a serum. Its just lovely & nourishing & fragrance-free & that perfect hydrating step. Some AM's, I've only applied this, then SPF, and I am good! I love its versatility, ability to absorb, hydrate and it's fragrance-free & doesn't bother my acne & sensitivity. "
